design	22B2	22B1	22B2_normalized	22B1_normalized
A1058_1085877[c+]r	0.0	0.0	0.0	0.0
A1059_1086141[c+]f	15.0	15.0	15.0	15.0
A1059_1086141[c+]r	15.0	15.0	15.0	15.0
A1059_1086173[c+]f	0.0	0.0	0.0	0.0
A1059_1086173[c+]r	0.0	0.0	0.0	0.0
A1059_1086209[c+]f	0.0	0.0	0.0	0.0
A1059_1086209[c+]r	0.0	0.0	0.0	0.0
A1059_1086411[c+]f	0.0	0.0	0.0	0.0
A1059_1086411[c+]r	0.0	0.0	0.0	0.0
A1059_1086434[c+]f	0.0	0.0	0.0	0.0
A1059_1086434[c+]r	0.0	0.0	0.0	0.0
A1059_1086450[c+]f	0.0	0.0	0.0	0.0
A1059_1086450[c+]r	0.0	0.0	0.0	0.0
A1059_1086456[c+]f	0.0	0.0	0.0	0.0
A1059_1086456[c+]r	0.0	0.0	0.0	0.0
A1059_1086530[c+]f	0.0	0.0	0.0	0.0
A1059_1086530[c+]r	0.0	0.0	0.0	0.0
A1059_1086575[c+]f	0.0	0.0	0.0	0.0
A1059_1086575[c+]r	0.0	0.0	0.0	0.0
A1059_1086580[c+]f	1.0	1.0	1.0	1.0
A1059_1086580[c+]r	1.0	1.0	1.0	1.0
A1060_1086796[c+]f	0.0	0.0	0.0	0.0
A1060_1086796[c+]r	0.0	0.0	0.0	0.0
A1060_1086797[c+]f	0.0	0.0	0.0	0.0
A1060_1086797[c+]r	0.0	0.0	0.0	0.0
A1060_1086800[c+]f	0.0	0.0	0.0	0.0
A1060_1086800[c+]r	0.0	0.0	0.0	0.0
A1060_1086818[c+]f	1.0	1.0	1.0	1.0
A1060_1086818[c+]r	1.0	1.0	1.0	1.0
A1060_1086858[c+]f	0.0	0.0	0.0	0.0
A1060_1086858[c+]r	0.0	0.0	0.0	0.0
A1060_1086859[c+]f	1.0	1.0	1.0	1.0
A1060_1086859[c+]r	1.0	1.0	1.0	1.0
A1060_1086894[c+]f	0.0	0.0	0.0	0.0
A1060_1086894[c+]r	0.0	0.0	0.0	0.0
A1060_1086977[c+]f	0.0	0.0	0.0	0.0
A1060_1086977[c+]r	0.0	0.0	0.0	0.0
A1060_1087034[c+]f	0.0	0.0	0.0	0.0
A1060_1087034[c+]r	0.0	0.0	0.0	0.0
A1060_1087035[c+]f	0.0	0.0	0.0	0.0
A1060_1087035[c+]r	0.0	0.0	0.0	0.0
A1061_1087116[c+]f	0.0	0.0	0.0	0.0
A1061_1087116[c+]r	0.0	0.0	0.0	0.0
A1061_1087140[c+]f	0.0	0.0	0.0	0.0
A1061_1087140[c+]r	0.0	0.0	0.0	0.0
A1061_1087141[c+]f	0.0	0.0	0.0	0.0
A1061_1087141[c+]r	0.0	0.0	0.0	0.0
A1061_1087142[c+]f	2.0	2.0	2.0	2.0
A1061_1087142[c+]r	2.0	2.0	2.0	2.0
A1061_1087143[c+]f	4.0	4.0	4.0	4.0
A1061_1087143[c+]r	4.0	4.0	4.0	4.0
A1061_1087192[c+]f	0.0	0.0	0.0	0.0
A1061_1087192[c+]r	0.0	0.0	0.0	0.0
A1061_1087202[c+]f	0.0	0.0	0.0	0.0
A1061_1087202[c+]r	0.0	0.0	0.0	0.0
A1061_1087293[c+]f	0.0	0.0	0.0	0.0
A1061_1087293[c+]r	0.0	0.0	0.0	0.0
A1061_1087325[c+]f	0.0	0.0	0.0	0.0
A1061_1087325[c+]r	0.0	0.0	0.0	0.0
A1061_1087342[c+]f	0.0	0.0	0.0	0.0
A1061_1087342[c+]r	0.0	0.0	0.0	0.0
A1062_1087775[c+]f	0.0	0.0	0.0	0.0
A1062_1087775[c+]r	0.0	0.0	0.0	0.0
A1062_1087955[c+]f	0.0	0.0	0.0	0.0
A1062_1087955[c+]r	0.0	0.0	0.0	0.0
A1062_1087995[c+]f	0.0	0.0	0.0	0.0
A1062_1087995[c+]r	0.0	0.0	0.0	0.0
A1062_1088003[c+]f	0.0	0.0	0.0	0.0
A1062_1088003[c+]r	0.0	0.0	0.0	0.0
A1062_1088004[c+]f	0.0	0.0	0.0	0.0
A1062_1088004[c+]r	0.0	0.0	0.0	0.0
A1062_1088027[c+]f	0.0	0.0	0.0	0.0
A1062_1088027[c+]r	0.0	0.0	0.0	0.0
A1062_1088051[c+]f	0.0	0.0	0.0	0.0
A1062_1088051[c+]r	0.0	0.0	0.0	0.0
A1062_1088105[c+]f	0.0	0.0	0.0	0.0
A1062_1088105[c+]r	0.0	0.0	0.0	0.0
A1062_1088200[c+]f	0.0	0.0	0.0	0.0
A1062_1088200[c+]r	0.0	0.0	0.0	0.0
A1062_1088209[c+]f	0.0	0.0	0.0	0.0
A1062_1088209[c+]r	0.0	0.0	0.0	0.0
A1063_1088366[c+]f	0.0	0.0	0.0	0.0
A1063_1088366[c+]r	0.0	0.0	0.0	0.0
A1063_1088370[c+]f	0.0	0.0	0.0	0.0
A1063_1088370[c+]r	0.0	0.0	0.0	0.0
A1063_1088374[c+]f	9.0	9.0	9.0	9.0
A1063_1088374[c+]r	9.0	9.0	9.0	9.0
A1063_1088510[c+]f	0.0	0.0	0.0	0.0
A1063_1088510[c+]r	0.0	0.0	0.0	0.0
A1063_1088527[c+]f	0.0	0.0	0.0	0.0
A1063_1088527[c+]r	0.0	0.0	0.0	0.0
A1063_1088532[c+]f	0.0	0.0	0.0	0.0
A1063_1088532[c+]r	0.0	0.0	0.0	0.0
A1063_1088539[c+]f	0.0	0.0	0.0	0.0
A1063_1088539[c+]r	0.0	0.0	0.0	0.0
A1063_1088550[c+]f	0.0	0.0	0.0	0.0
A1063_1088550[c+]r	0.0	0.0	0.0	0.0
A1063_1088557[c+]f	0.0	0.0	0.0	0.0
A1063_1088557[c+]r	0.0	0.0	0.0	0.0
A1063_1088561[c+]f	11.0	11.0	11.0	11.0
A1063_1088561[c+]r	11.0	11.0	11.0	11.0
A1064_1088896[c+]f	0.0	0.0	0.0	0.0
A1064_1088896[c+]r	0.0	0.0	0.0	0.0
A1064_1088908[c+]f	0.0	0.0	0.0	0.0
A1064_1088908[c+]r	0.0	0.0	0.0	0.0
A1064_1088921[c+]f	0.0	0.0	0.0	0.0
A1064_1088921[c+]r	0.0	0.0	0.0	0.0
A1064_1088961[c+]f	12.0	12.0	12.0	12.0
A1064_1088961[c+]r	12.0	12.0	12.0	12.0
A1064_1088989[c+]f	0.0	0.0	0.0	0.0
A1064_1088989[c+]r	0.0	0.0	0.0	0.0
A1064_1089094[c+]f	1.0	1.0	1.0	1.0
A1064_1089094[c+]r	1.0	1.0	1.0	1.0
A1064_1089095[c+]f	0.0	0.0	0.0	0.0
A1064_1089095[c+]r	0.0	0.0	0.0	0.0
A1064_1089131[c+]f	1.0	1.0	1.0	1.0
A1064_1089131[c+]r	1.0	1.0	1.0	1.0
A1064_1089152[c+]f	0.0	0.0	0.0	0.0
A1064_1089152[c+]r	0.0	0.0	0.0	0.0
A1064_1089157[c+]f	0.0	0.0	0.0	0.0
A1064_1089157[c+]r	0.0	0.0	0.0	0.0
A1065_1089710[c+]f	0.0	0.0	0.0	0.0
A1065_1089710[c+]r	0.0	0.0	0.0	0.0
A1065_1089801[c+]f	0.0	0.0	0.0	0.0
A1065_1089801[c+]r	0.0	0.0	0.0	0.0
A1065_1089847[c+]f	1.0	1.0	1.0	1.0
A1065_1089847[c+]r	1.0	1.0	1.0	1.0
A1065_1089857[c+]f	0.0	0.0	0.0	0.0
A1065_1089857[c+]r	0.0	0.0	0.0	0.0
A1065_1089871[c+]f	0.0	0.0	0.0	0.0
A1065_1089871[c+]r	0.0	0.0	0.0	0.0
A1065_1089885[c+]f	0.0	0.0	0.0	0.0
A1065_1089885[c+]r	0.0	0.0	0.0	0.0
A1065_1089905[c+]f	1.0	1.0	1.0	1.0
A1065_1089905[c+]r	1.0	1.0	1.0	1.0
A1065_1089906[c+]f	0.0	0.0	0.0	0.0
A1065_1089906[c+]r	0.0	0.0	0.0	0.0
A1065_1089929[c+]f	0.0	0.0	0.0	0.0
A1065_1089929[c+]r	0.0	0.0	0.0	0.0
A1065_1089945[c+]f	0.0	0.0	0.0	0.0
A1065_1089945[c+]r	0.0	0.0	0.0	0.0
A1066_1090613[c-]f	0.0	0.0	0.0	0.0
A1066_1090613[c-]r	0.0	0.0	0.0	0.0
A1066_1090673[c-]f	32.0	32.0	32.0	32.0
A1066_1090673[c-]r	32.0	32.0	32.0	32.0
A1066_1090674[c-]f	6.0	6.0	6.0	6.0
A1066_1090674[c-]r	6.0	6.0	6.0	6.0
A1066_1090675[c-]f	28.0	28.0	28.0	28.0
A1066_1090675[c-]r	28.0	28.0	28.0	28.0
A1066_1090702[c-]f	31.0	31.0	31.0	31.0
A1066_1090702[c-]r	31.0	31.0	31.0	31.0
A1066_1090750[c-]f	0.0	0.0	0.0	0.0
A1066_1090750[c-]r	0.0	0.0	0.0	0.0
A1066_1090781[c-]f	18.0	18.0	18.0	18.0
A1066_1090781[c-]r	18.0	18.0	18.0	18.0
A1066_1090782[c-]f	4.0	4.0	4.0	4.0
A1066_1090782[c-]r	4.0	4.0	4.0	4.0
A1066_1090809[c-]f	4.0	4.0	4.0	4.0
A1066_1090809[c-]r	4.0	4.0	4.0	4.0
A1066_1091058[c-]f	15.0	15.0	15.0	15.0
A1066_1091058[c-]r	15.0	15.0	15.0	15.0
A1067_1093094[c-]f	2.0	2.0	2.0	2.0
A1067_1093094[c-]r	2.0	2.0	2.0	2.0
A1067_1093095[c-]f	9.0	9.0	9.0	9.0
A1067_1093095[c-]r	9.0	9.0	9.0	9.0
A1067_1093103[c-]f	11.0	11.0	11.0	11.0
A1067_1093103[c-]r	11.0	11.0	11.0	11.0
A1067_1093155[c-]f	10.0	10.0	10.0	10.0
A1067_1093155[c-]r	10.0	10.0	10.0	10.0
A1067_1093156[c-]f	17.0	17.0	17.0	17.0
A1067_1093156[c-]r	17.0	17.0	17.0	17.0
A1067_1093157[c-]f	7.0	7.0	7.0	7.0
A1067_1093157[c-]r	7.0	7.0	7.0	7.0
A1067_1093158[c-]f	6.0	6.0	6.0	6.0
A1067_1093158[c-]r	6.0	6.0	6.0	6.0
A1067_1093168[c-]f	25.0	25.0	25.0	25.0
A1067_1093168[c-]r	25.0	25.0	25.0	25.0
A1067_1093171[c-]f	2.0	2.0	2.0	2.0
A1067_1093171[c-]r	2.0	2.0	2.0	2.0
A1067_1093220[c-]f	2.0	2.0	2.0	2.0
A1067_1093220[c-]r	2.0	2.0	2.0	2.0
A1068_1093296[c-]f	9.0	9.0	9.0	9.0
A1068_1093296[c-]r	9.0	9.0	9.0	9.0
A1068_1093318[c-]f	1.0	1.0	1.0	1.0
A1068_1093318[c-]r	1.0	1.0	1.0	1.0
A1068_1093413[c-]f	0.0	0.0	0.0	0.0
A1068_1093413[c-]r	0.0	0.0	0.0	0.0
A1068_1093530[c-]f	10.0	10.0	10.0	10.0
A1068_1093530[c-]r	10.0	10.0	10.0	10.0
A1068_1093559[c-]f	11.0	11.0	11.0	11.0
A1068_1093559[c-]r	11.0	11.0	11.0	11.0
A1068_1093589[c-]f	18.0	18.0	18.0	18.0
A1068_1093589[c-]r	18.0	18.0	18.0	18.0
A1068_1093631[c-]f	0.0	0.0	0.0	0.0
A1068_1093631[c-]r	0.0	0.0	0.0	0.0
A1068_1093635[c-]f	9.0	9.0	9.0	9.0
A1068_1093635[c-]r	9.0	9.0	9.0	9.0
A1068_1093647[c-]f	19.0	19.0	19.0	19.0
A1068_1093647[c-]r	19.0	19.0	19.0	19.0
A1068_1093947[c-]f	4.0	4.0	4.0	4.0
A1068_1093947[c-]r	4.0	4.0	4.0	4.0
A1069_1095629[c-]f	13.0	13.0	13.0	13.0
A1069_1095629[c-]r	13.0	13.0	13.0	13.0
A1069_1095630[c-]f	11.0	11.0	11.0	11.0
A1069_1095630[c-]r	11.0	11.0	11.0	11.0
A1069_1095691[c-]f	17.0	17.0	17.0	17.0
A1069_1095691[c-]r	17.0	17.0	17.0	17.0
A1069_1095692[c-]f	19.0	19.0	19.0	19.0
A1069_1095692[c-]r	19.0	19.0	19.0	19.0
A1069_1095693[c-]f	5.0	5.0	5.0	5.0
A1069_1095693[c-]r	5.0	5.0	5.0	5.0
A1069_1095755[c-]f	16.0	16.0	16.0	16.0
A1069_1095755[c-]r	16.0	16.0	16.0	16.0
A1069_1095891[c-]f	20.0	20.0	20.0	20.0
A1069_1095891[c-]r	20.0	20.0	20.0	20.0
A1069_1096006[c-]f	5.0	5.0	5.0	5.0
A1069_1096006[c-]r	5.0	5.0	5.0	5.0
A1069_1096049[c-]f	3.0	3.0	3.0	3.0
A1069_1096049[c-]r	3.0	3.0	3.0	3.0
A1069_1096156[c-]f	9.0	9.0	9.0	9.0
A1069_1096156[c-]r	9.0	9.0	9.0	9.0
A1070_1096703[c-]f	42.0	42.0	42.0	42.0
A1070_1096703[c-]r	42.0	42.0	42.0	42.0
A1070_1096757[c-]f	2.0	2.0	2.0	2.0
A1070_1096757[c-]r	2.0	2.0	2.0	2.0
A1070_1096762[c-]f	10.0	10.0	10.0	10.0
A1070_1096762[c-]r	10.0	10.0	10.0	10.0
A1070_1096877[c-]f	38.0	38.0	38.0	38.0
A1070_1096877[c-]r	38.0	38.0	38.0	38.0
A1070_1096878[c-]f	28.0	28.0	28.0	28.0
A1070_1096878[c-]r	28.0	28.0	28.0	28.0
A1070_1096961[c-]f	36.0	36.0	36.0	36.0
A1070_1096961[c-]r	36.0	36.0	36.0	36.0
A1070_1096994[c-]f	4.0	4.0	4.0	4.0
A1070_1096994[c-]r	4.0	4.0	4.0	4.0
A1070_1097016[c-]f	10.0	10.0	10.0	10.0
A1070_1097016[c-]r	10.0	10.0	10.0	10.0
A1070_1097123[c-]f	22.0	22.0	22.0	22.0
A1070_1097123[c-]r	22.0	22.0	22.0	22.0
A1070_1097357[c-]f	17.0	17.0	17.0	17.0
A1070_1097357[c-]r	17.0	17.0	17.0	17.0
A1071_1098509[c-]f	15.0	15.0	15.0	15.0
A1071_1098509[c-]r	15.0	15.0	15.0	15.0
A1071_1098572[c-]f	20.0	20.0	20.0	20.0
A1071_1098572[c-]r	20.0	20.0	20.0	20.0
A1071_1098578[c-]f	7.0	7.0	7.0	7.0
A1071_1098578[c-]r	7.0	7.0	7.0	7.0
A1071_1098587[c-]f	3.0	3.0	3.0	3.0
A1071_1098587[c-]r	3.0	3.0	3.0	3.0
A1071_1098624[c-]f	4.0	4.0	4.0	4.0
A1071_1098624[c-]r	4.0	4.0	4.0	4.0
A1071_1098625[c-]f	3.0	3.0	3.0	3.0
A1071_1098625[c-]r	3.0	3.0	3.0	3.0
A1071_1098695[c-]f	6.0	6.0	6.0	6.0
A1071_1098695[c-]r	6.0	6.0	6.0	6.0
A1071_1098704[c-]f	5.0	5.0	5.0	5.0
A1071_1098704[c-]r	5.0	5.0	5.0	5.0
A1071_1098830[c-]f	2.0	2.0	2.0	2.0
A1071_1098830[c-]r	2.0	2.0	2.0	2.0
A1071_1098880[c-]f	3.0	3.0	3.0	3.0
A1071_1098880[c-]r	3.0	3.0	3.0	3.0
A1072_1101589[c-]f	3.0	3.0	3.0	3.0
A1072_1101589[c-]r	3.0	3.0	3.0	3.0
A1072_1101592[c-]f	0.0	0.0	0.0	0.0
A1072_1101592[c-]r	0.0	0.0	0.0	0.0
A1072_1101597[c-]f	16.0	16.0	16.0	16.0
A1072_1101597[c-]r	16.0	16.0	16.0	16.0
A1072_1101726[c-]f	17.0	17.0	17.0	17.0
A1072_1101726[c-]r	17.0	17.0	17.0	17.0
A1072_1101729[c-]f	11.0	11.0	11.0	11.0
A1072_1101729[c-]r	11.0	11.0	11.0	11.0
A1072_1101741[c-]f	20.0	20.0	20.0	20.0
A1072_1101741[c-]r	20.0	20.0	20.0	20.0
A1072_1101769[c-]f	14.0	14.0	14.0	14.0
A1072_1101769[c-]r	14.0	14.0	14.0	14.0
A1072_1101819[c-]f	10.0	10.0	10.0	10.0
A1072_1101819[c-]r	10.0	10.0	10.0	10.0
A1072_1101900[c-]f	0.0	0.0	0.0	0.0
A1072_1101900[c-]r	0.0	0.0	0.0	0.0
A1072_1102122[c-]f	15.0	15.0	15.0	15.0
A1072_1102122[c-]r	15.0	15.0	15.0	15.0
A1073_1102863[c-]f	0.0	0.0	0.0	0.0
A1073_1102863[c-]r	0.0	0.0	0.0	0.0
A1073_1103130[c-]f	18.0	18.0	18.0	18.0
A1073_1103130[c-]r	18.0	18.0	18.0	18.0
A1073_1103259[c-]f	10.0	10.0	10.0	10.0
A1073_1103259[c-]r	10.0	10.0	10.0	10.0
A1073_1103483[c-]f	9.0	9.0	9.0	9.0
A1073_1103483[c-]r	9.0	9.0	9.0	9.0
A1073_1103490[c-]f	6.0	6.0	6.0	6.0
A1073_1103490[c-]r	6.0	6.0	6.0	6.0
A1073_1103502[c-]f	8.0	8.0	8.0	8.0
A1073_1103502[c-]r	8.0	8.0	8.0	8.0
A1073_1103564[c-]f	11.0	11.0	11.0	11.0
A1073_1103564[c-]r	11.0	11.0	11.0	11.0
A1073_1103743[c-]f	2.0	2.0	2.0	2.0
A1073_1103743[c-]r	2.0	2.0	2.0	2.0
A1073_1103751[c-]f	0.0	0.0	0.0	0.0
A1073_1103751[c-]r	0.0	0.0	0.0	0.0
A1073_1104016[c-]f	0.0	0.0	0.0	0.0
A1073_1104016[c-]r	0.0	0.0	0.0	0.0
A1074_1104789[c-]f	2.0	2.0	2.0	2.0
A1074_1104789[c-]r	2.0	2.0	2.0	2.0
A1074_1104790[c-]f	31.0	31.0	31.0	31.0
A1074_1104790[c-]r	31.0	31.0	31.0	31.0
A1074_1104797[c-]f	13.0	13.0	13.0	13.0
A1074_1104797[c-]r	13.0	13.0	13.0	13.0
A1074_1104819[c-]f	24.0	24.0	24.0	24.0
A1074_1104819[c-]r	24.0	24.0	24.0	24.0
A1074_1104844[c-]f	8.0	8.0	8.0	8.0
A1074_1104844[c-]r	8.0	8.0	8.0	8.0
A1074_1104845[c-]f	19.0	19.0	19.0	19.0
A1074_1104845[c-]r	19.0	19.0	19.0	19.0
A1074_1104856[c-]f	10.0	10.0	10.0	10.0
A1074_1104856[c-]r	10.0	10.0	10.0	10.0
A1074_1104865[c-]f	12.0	12.0	12.0	12.0
A1074_1104865[c-]r	12.0	12.0	12.0	12.0
A1074_1104872[c-]f	21.0	21.0	21.0	21.0
A1074_1104872[c-]r	21.0	21.0	21.0	21.0
A1074_1104914[c-]f	6.0	6.0	6.0	6.0
A1074_1104914[c-]r	6.0	6.0	6.0	6.0
A1075_1105428[c-]f	6.0	6.0	6.0	6.0
A1075_1105428[c-]r	6.0	6.0	6.0	6.0
A1075_1105429[c-]f	1.0	1.0	1.0	1.0
A1075_1105429[c-]r	1.0	1.0	1.0	1.0
A1075_1105437[c-]f	5.0	5.0	5.0	5.0
A1075_1105437[c-]r	5.0	5.0	5.0	5.0
A1075_1105442[c-]f	12.0	12.0	12.0	12.0
A1075_1105442[c-]r	12.0	12.0	12.0	12.0
A1075_1105447[c-]f	8.0	8.0	8.0	8.0
A1075_1105447[c-]r	8.0	8.0	8.0	8.0
A1075_1105451[c-]f	45.0	45.0	45.0	45.0
A1075_1105451[c-]r	45.0	45.0	45.0	45.0
A1075_1105453[c-]f	15.0	15.0	15.0	15.0
A1075_1105453[c-]r	15.0	15.0	15.0	15.0
A1075_1105476[c-]f	1.0	1.0	1.0	1.0
A1075_1105476[c-]r	1.0	1.0	1.0	1.0
A1075_1105563[c-]f	8.0	8.0	8.0	8.0
A1075_1105563[c-]r	8.0	8.0	8.0	8.0
A1075_1105665[c-]f	29.0	29.0	29.0	29.0
A1075_1105665[c-]r	29.0	29.0	29.0	29.0
A1076_1106095[c-]f	76.0	76.0	76.0	76.0
A1076_1106095[c-]r	76.0	76.0	76.0	76.0
A1076_1106108[c-]f	63.0	63.0	63.0	63.0
A1076_1106108[c-]r	63.0	63.0	63.0	63.0
A1076_1106111[c-]f	20.0	20.0	20.0	20.0
A1076_1106111[c-]r	20.0	20.0	20.0	20.0
A1076_1106112[c-]f	19.0	19.0	19.0	19.0
A1076_1106112[c-]r	19.0	19.0	19.0	19.0
A1076_1106134[c-]f	36.0	36.0	36.0	36.0
A1076_1106134[c-]r	36.0	36.0	36.0	36.0
A1076_1106138[c-]f	0.0	0.0	0.0	0.0
A1076_1106138[c-]r	0.0	0.0	0.0	0.0
A1076_1106253[c-]f	1.0	1.0	1.0	1.0
A1076_1106253[c-]r	1.0	1.0	1.0	1.0
A1076_1106334[c-]f	9.0	9.0	9.0	9.0
A1076_1106334[c-]r	9.0	9.0	9.0	9.0
A1076_1106347[c-]f	31.0	31.0	31.0	31.0
A1076_1106347[c-]r	31.0	31.0	31.0	31.0
A1076_1106348[c-]f	27.0	27.0	27.0	27.0
A1076_1106348[c-]r	27.0	27.0	27.0	27.0
A1077_1107567[c-]f	1.0	1.0	1.0	1.0
A1077_1107567[c-]r	1.0	1.0	1.0	1.0
A1077_1107575[c-]f	0.0	0.0	0.0	0.0
A1077_1107575[c-]r	0.0	0.0	0.0	0.0
A1077_1107576[c-]f	17.0	17.0	17.0	17.0
A1077_1107576[c-]r	17.0	17.0	17.0	17.0
A1077_1107680[c-]f	14.0	14.0	14.0	14.0
A1077_1107680[c-]r	14.0	14.0	14.0	14.0
A1077_1107722[c-]f	31.0	31.0	31.0	31.0
A1077_1107722[c-]r	31.0	31.0	31.0	31.0
A1077_1107741[c-]f	7.0	7.0	7.0	7.0
A1077_1107741[c-]r	7.0	7.0	7.0	7.0
A1077_1107743[c-]f	1.0	1.0	1.0	1.0
A1077_1107743[c-]r	1.0	1.0	1.0	1.0
A1077_1107780[c-]f	12.0	12.0	12.0	12.0
A1077_1107780[c-]r	12.0	12.0	12.0	12.0
A1077_1107857[c-]f	9.0	9.0	9.0	9.0
A1077_1107857[c-]r	9.0	9.0	9.0	9.0
A1077_1107863[c-]f	2.0	2.0	2.0	2.0
A1077_1107863[c-]r	2.0	2.0	2.0	2.0
A1078_1109273[c+]f	20.0	20.0	20.0	20.0
A1078_1109273[c+]r	20.0	20.0	20.0	20.0
A1078_1109397[c+]f	15.0	15.0	15.0	15.0
A1078_1109397[c+]r	15.0	15.0	15.0	15.0
A1078_1109442[c+]f	9.0	9.0	9.0	9.0
A1078_1109442[c+]r	9.0	9.0	9.0	9.0
A1078_1109491[c+]f	0.0	0.0	0.0	0.0
A1078_1109491[c+]r	0.0	0.0	0.0	0.0
A1078_1109496[c+]f	13.0	13.0	13.0	13.0
A1078_1109496[c+]r	13.0	13.0	13.0	13.0
A1078_1109584[c+]f	13.0	13.0	13.0	13.0
A1078_1109584[c+]r	13.0	13.0	13.0	13.0
A1078_1109610[c+]f	8.0	8.0	8.0	8.0
A1078_1109610[c+]r	8.0	8.0	8.0	8.0
A1078_1109611[c+]f	47.0	47.0	47.0	47.0
A1078_1109611[c+]r	47.0	47.0	47.0	47.0
A1078_1109612[c+]f	42.0	42.0	42.0	42.0
A1078_1109612[c+]r	42.0	42.0	42.0	42.0
A1078_1109613[c+]f	23.0	23.0	23.0	23.0
A1078_1109613[c+]r	23.0	23.0	23.0	23.0
A1079_1109954[c-]f	11.0	11.0	11.0	11.0
A1079_1109954[c-]r	11.0	11.0	11.0	11.0
A1079_1109955[c-]f	8.0	8.0	8.0	8.0
A1079_1109955[c-]r	8.0	8.0	8.0	8.0
A1079_1109956[c-]f	0.0	0.0	0.0	0.0
A1079_1109956[c-]r	0.0	0.0	0.0	0.0
A1079_1110082[c-]f	40.0	40.0	40.0	40.0
A1079_1110082[c-]r	40.0	40.0	40.0	40.0
A1079_1110085[c-]f	15.0	15.0	15.0	15.0
A1079_1110085[c-]r	15.0	15.0	15.0	15.0
A1079_1110086[c-]f	20.0	20.0	20.0	20.0
A1079_1110086[c-]r	20.0	20.0	20.0	20.0
A1079_1110122[c-]f	9.0	9.0	9.0	9.0
A1079_1110122[c-]r	9.0	9.0	9.0	9.0
A1079_1110128[c-]f	5.0	5.0	5.0	5.0
A1079_1110128[c-]r	5.0	5.0	5.0	5.0
A1079_1110290[c-]f	17.0	17.0	17.0	17.0
A1079_1110290[c-]r	17.0	17.0	17.0	17.0
A1079_1110401[c-]f	14.0	14.0	14.0	14.0
A1079_1110401[c-]r	14.0	14.0	14.0	14.0
A1080_1110647[c+]f	10.0	10.0	10.0	10.0
A1080_1110647[c+]r	10.0	10.0	10.0	10.0
A1080_1110734[c+]f	10.0	10.0	10.0	10.0
A1080_1110734[c+]r	10.0	10.0	10.0	10.0
A1080_1110803[c+]f	1.0	1.0	1.0	1.0
A1080_1110803[c+]r	1.0	1.0	1.0	1.0
A1080_1110912[c+]f	20.0	20.0	20.0	20.0
A1080_1110912[c+]r	20.0	20.0	20.0	20.0
A1080_1110983[c+]f	14.0	14.0	14.0	14.0
A1080_1110983[c+]r	14.0	14.0	14.0	14.0
A1080_1111021[c+]f	10.0	10.0	10.0	10.0
A1080_1111021[c+]r	10.0	10.0	10.0	10.0
A1080_1111071[c+]f	26.0	26.0	26.0	26.0
A1080_1111071[c+]r	26.0	26.0	26.0	26.0
A1080_1111075[c+]f	10.0	10.0	10.0	10.0
A1080_1111075[c+]r	10.0	10.0	10.0	10.0
A1080_1111101[c+]f	1.0	1.0	1.0	1.0
A1080_1111101[c+]r	1.0	1.0	1.0	1.0
A1080_1111107[c+]f	12.0	12.0	12.0	12.0
A1080_1111107[c+]r	12.0	12.0	12.0	12.0
A1081_1111200[c+]f	9.0	9.0	9.0	9.0
A1081_1111200[c+]r	9.0	9.0	9.0	9.0
A1081_1111336[c+]f	32.0	32.0	32.0	32.0
A1081_1111336[c+]r	32.0	32.0	32.0	32.0
A1081_1111347[c+]f	10.0	10.0	10.0	10.0
A1081_1111347[c+]r	10.0	10.0	10.0	10.0
A1081_1111378[c+]f	16.0	16.0	16.0	16.0
A1081_1111378[c+]r	16.0	16.0	16.0	16.0
A1081_1111486[c+]f	15.0	15.0	15.0	15.0
A1081_1111486[c+]r	15.0	15.0	15.0	15.0
A1081_1111493[c+]f	17.0	17.0	17.0	17.0
A1081_1111493[c+]r	17.0	17.0	17.0	17.0
A1081_1111537[c+]f	13.0	13.0	13.0	13.0
A1081_1111537[c+]r	13.0	13.0	13.0	13.0
A1081_1111546[c+]f	11.0	11.0	11.0	11.0
A1081_1111546[c+]r	11.0	11.0	11.0	11.0
A1081_1111573[c+]f	6.0	6.0	6.0	6.0
A1081_1111573[c+]r	6.0	6.0	6.0	6.0
A1081_1111611[c+]f	0.0	0.0	0.0	0.0
A1081_1111611[c+]r	0.0	0.0	0.0	0.0
A1082_1111858[c-]f	2.0	2.0	2.0	2.0
A1082_1111858[c-]r	2.0	2.0	2.0	2.0
A1082_1111866[c-]f	22.0	22.0	22.0	22.0
A1082_1111866[c-]r	22.0	22.0	22.0	22.0
A1082_1111883[c-]f	6.0	6.0	6.0	6.0
A1082_1111883[c-]r	6.0	6.0	6.0	6.0
A1082_1111889[c-]f	1.0	1.0	1.0	1.0
A1082_1111889[c-]r	1.0	1.0	1.0	1.0
A1082_1111921[c-]f	5.0	5.0	5.0	5.0
A1082_1111921[c-]r	5.0	5.0	5.0	5.0
A1082_1111954[c-]f	6.0	6.0	6.0	6.0
A1082_1111954[c-]r	6.0	6.0	6.0	6.0
A1082_1111955[c-]f	3.0	3.0	3.0	3.0
A1082_1111955[c-]r	3.0	3.0	3.0	3.0
A1082_1111994[c-]f	6.0	6.0	6.0	6.0
A1082_1111994[c-]r	6.0	6.0	6.0	6.0
A1082_1112161[c-]f	11.0	11.0	11.0	11.0
A1082_1112161[c-]r	11.0	11.0	11.0	11.0
A1082_1112162[c-]f	3.0	3.0	3.0	3.0
A1082_1112162[c-]r	3.0	3.0	3.0	3.0
