design	22B2	22B1	22B2_normalized	22B1_normalized
A1478_1555805[c+]r	6.0	6.0	6.0	6.0
A1478_1555819[c+]f	7.0	7.0	7.0	7.0
A1478_1555819[c+]r	7.0	7.0	7.0	7.0
A1478_1555847[c+]f	10.0	10.0	10.0	10.0
A1478_1555847[c+]r	10.0	10.0	10.0	10.0
A1478_1555873[c+]f	6.0	6.0	6.0	6.0
A1478_1555873[c+]r	6.0	6.0	6.0	6.0
A1478_1555874[c+]f	0.0	0.0	0.0	0.0
A1478_1555874[c+]r	0.0	0.0	0.0	0.0
A1479_1556521[c-]f	16.0	16.0	16.0	16.0
A1479_1556521[c-]r	16.0	16.0	16.0	16.0
A1479_1556560[c-]f	8.0	8.0	8.0	8.0
A1479_1556560[c-]r	8.0	8.0	8.0	8.0
A1479_1556602[c-]f	15.0	15.0	15.0	15.0
A1479_1556602[c-]r	15.0	15.0	15.0	15.0
A1479_1556614[c-]f	8.0	8.0	8.0	8.0
A1479_1556614[c-]r	8.0	8.0	8.0	8.0
A1479_1556615[c-]f	2.0	2.0	2.0	2.0
A1479_1556615[c-]r	2.0	2.0	2.0	2.0
A1479_1556705[c-]f	14.0	14.0	14.0	14.0
A1479_1556705[c-]r	14.0	14.0	14.0	14.0
A1479_1556743[c-]f	11.0	11.0	11.0	11.0
A1479_1556743[c-]r	11.0	11.0	11.0	11.0
A1479_1556752[c-]f	16.0	16.0	16.0	16.0
A1479_1556752[c-]r	16.0	16.0	16.0	16.0
A1479_1556754[c-]f	10.0	10.0	10.0	10.0
A1479_1556754[c-]r	10.0	10.0	10.0	10.0
A1479_1556792[c-]f	12.0	12.0	12.0	12.0
A1479_1556792[c-]r	12.0	12.0	12.0	12.0
A1480_1557430[c-]f	1.0	1.0	1.0	1.0
A1480_1557430[c-]r	1.0	1.0	1.0	1.0
A1480_1557457[c-]f	37.0	37.0	37.0	37.0
A1480_1557457[c-]r	37.0	37.0	37.0	37.0
A1480_1557472[c-]f	22.0	22.0	22.0	22.0
A1480_1557472[c-]r	22.0	22.0	22.0	22.0
A1480_1557493[c-]f	7.0	7.0	7.0	7.0
A1480_1557493[c-]r	7.0	7.0	7.0	7.0
A1480_1557526[c-]f	3.0	3.0	3.0	3.0
A1480_1557526[c-]r	3.0	3.0	3.0	3.0
A1480_1557547[c-]f	0.0	0.0	0.0	0.0
A1480_1557547[c-]r	0.0	0.0	0.0	0.0
A1480_1557591[c-]f	4.0	4.0	4.0	4.0
A1480_1557591[c-]r	4.0	4.0	4.0	4.0
A1480_1557597[c-]f	0.0	0.0	0.0	0.0
A1480_1557597[c-]r	0.0	0.0	0.0	0.0
A1480_1557618[c-]f	0.0	0.0	0.0	0.0
A1480_1557618[c-]r	0.0	0.0	0.0	0.0
A1480_1557653[c-]f	29.0	29.0	29.0	29.0
A1480_1557653[c-]r	29.0	29.0	29.0	29.0
A1481_1560599[c+]f	0.0	0.0	0.0	0.0
A1481_1560599[c+]r	0.0	0.0	0.0	0.0
A1481_1560660[c+]f	11.0	11.0	11.0	11.0
A1481_1560660[c+]r	11.0	11.0	11.0	11.0
A1481_1560690[c+]f	8.0	8.0	8.0	8.0
A1481_1560690[c+]r	8.0	8.0	8.0	8.0
A1481_1560715[c+]f	8.0	8.0	8.0	8.0
A1481_1560715[c+]r	8.0	8.0	8.0	8.0
A1481_1560716[c+]f	9.0	9.0	9.0	9.0
A1481_1560716[c+]r	9.0	9.0	9.0	9.0
A1481_1560791[c+]f	3.0	3.0	3.0	3.0
A1481_1560791[c+]r	3.0	3.0	3.0	3.0
A1481_1560853[c+]f	8.0	8.0	8.0	8.0
A1481_1560853[c+]r	8.0	8.0	8.0	8.0
A1481_1560854[c+]f	2.0	2.0	2.0	2.0
A1481_1560854[c+]r	2.0	2.0	2.0	2.0
A1481_1560922[c+]f	25.0	25.0	25.0	25.0
A1481_1560922[c+]r	25.0	25.0	25.0	25.0
A1481_1560950[c+]f	45.0	45.0	45.0	45.0
A1481_1560950[c+]r	45.0	45.0	45.0	45.0
A1482_1561305[c+]f	14.0	14.0	14.0	14.0
A1482_1561305[c+]r	14.0	14.0	14.0	14.0
A1482_1561327[c+]f	6.0	6.0	6.0	6.0
A1482_1561327[c+]r	6.0	6.0	6.0	6.0
A1482_1561406[c+]f	20.0	20.0	20.0	20.0
A1482_1561406[c+]r	20.0	20.0	20.0	20.0
A1482_1561407[c+]f	10.0	10.0	10.0	10.0
A1482_1561407[c+]r	10.0	10.0	10.0	10.0
A1482_1561523[c+]f	13.0	13.0	13.0	13.0
A1482_1561523[c+]r	13.0	13.0	13.0	13.0
A1482_1561555[c+]f	12.0	12.0	12.0	12.0
A1482_1561555[c+]r	12.0	12.0	12.0	12.0
A1482_1561642[c+]f	11.0	11.0	11.0	11.0
A1482_1561642[c+]r	11.0	11.0	11.0	11.0
A1482_1561669[c+]f	8.0	8.0	8.0	8.0
A1482_1561669[c+]r	8.0	8.0	8.0	8.0
A1482_1561680[c+]f	1.0	1.0	1.0	1.0
A1482_1561680[c+]r	1.0	1.0	1.0	1.0
A1482_1561708[c+]f	4.0	4.0	4.0	4.0
A1482_1561708[c+]r	4.0	4.0	4.0	4.0
A1483_1562732[c+]f	14.0	14.0	14.0	14.0
A1483_1562732[c+]r	14.0	14.0	14.0	14.0
A1483_1562870[c+]f	2.0	2.0	2.0	2.0
A1483_1562870[c+]r	2.0	2.0	2.0	2.0
A1483_1562871[c+]f	0.0	0.0	0.0	0.0
A1483_1562871[c+]r	0.0	0.0	0.0	0.0
A1483_1562902[c+]f	7.0	7.0	7.0	7.0
A1483_1562902[c+]r	7.0	7.0	7.0	7.0
A1483_1562969[c+]f	26.0	26.0	26.0	26.0
A1483_1562969[c+]r	26.0	26.0	26.0	26.0
A1483_1562985[c+]f	1.0	1.0	1.0	1.0
A1483_1562985[c+]r	1.0	1.0	1.0	1.0
A1483_1562991[c+]f	7.0	7.0	7.0	7.0
A1483_1562991[c+]r	7.0	7.0	7.0	7.0
A1483_1563007[c+]f	9.0	9.0	9.0	9.0
A1483_1563007[c+]r	9.0	9.0	9.0	9.0
A1483_1563095[c+]f	4.0	4.0	4.0	4.0
A1483_1563095[c+]r	4.0	4.0	4.0	4.0
A1483_1563104[c+]f	21.0	21.0	21.0	21.0
A1483_1563104[c+]r	21.0	21.0	21.0	21.0
A1484_1563630[c-]f	16.0	16.0	16.0	16.0
A1484_1563630[c-]r	16.0	16.0	16.0	16.0
A1484_1563653[c-]f	4.0	4.0	4.0	4.0
A1484_1563653[c-]r	4.0	4.0	4.0	4.0
A1484_1563659[c-]f	18.0	18.0	18.0	18.0
A1484_1563659[c-]r	18.0	18.0	18.0	18.0
A1484_1563665[c-]f	6.0	6.0	6.0	6.0
A1484_1563665[c-]r	6.0	6.0	6.0	6.0
A1484_1563714[c-]f	12.0	12.0	12.0	12.0
A1484_1563714[c-]r	12.0	12.0	12.0	12.0
A1484_1563729[c-]f	17.0	17.0	17.0	17.0
A1484_1563729[c-]r	17.0	17.0	17.0	17.0
A1484_1563742[c-]f	14.0	14.0	14.0	14.0
A1484_1563742[c-]r	14.0	14.0	14.0	14.0
A1484_1563743[c-]f	2.0	2.0	2.0	2.0
A1484_1563743[c-]r	2.0	2.0	2.0	2.0
A1484_1563762[c-]f	19.0	19.0	19.0	19.0
A1484_1563762[c-]r	19.0	19.0	19.0	19.0
A1484_1563803[c-]f	0.0	0.0	0.0	0.0
A1484_1563803[c-]r	0.0	0.0	0.0	0.0
A1485_1565648[c+]f	26.0	26.0	26.0	26.0
A1485_1565648[c+]r	26.0	26.0	26.0	26.0
A1485_1565649[c+]f	4.0	4.0	4.0	4.0
A1485_1565649[c+]r	4.0	4.0	4.0	4.0
A1485_1565776[c+]f	0.0	0.0	0.0	0.0
A1485_1565776[c+]r	0.0	0.0	0.0	0.0
A1485_1565777[c+]f	8.0	8.0	8.0	8.0
A1485_1565777[c+]r	8.0	8.0	8.0	8.0
A1485_1565778[c+]f	11.0	11.0	11.0	11.0
A1485_1565778[c+]r	11.0	11.0	11.0	11.0
A1485_1565833[c+]f	2.0	2.0	2.0	2.0
A1485_1565833[c+]r	2.0	2.0	2.0	2.0
A1485_1565871[c+]f	13.0	13.0	13.0	13.0
A1485_1565871[c+]r	13.0	13.0	13.0	13.0
A1485_1565914[c+]f	3.0	3.0	3.0	3.0
A1485_1565914[c+]r	3.0	3.0	3.0	3.0
A1485_1565936[c+]f	8.0	8.0	8.0	8.0
A1485_1565936[c+]r	8.0	8.0	8.0	8.0
A1485_1565940[c+]f	2.0	2.0	2.0	2.0
A1485_1565940[c+]r	2.0	2.0	2.0	2.0
A1486_1566695[c+]f	0.0	0.0	0.0	0.0
A1486_1566695[c+]r	0.0	0.0	0.0	0.0
A1486_1566870[c+]f	30.0	30.0	30.0	30.0
A1486_1566870[c+]r	30.0	30.0	30.0	30.0
A1486_1566922[c+]f	0.0	0.0	0.0	0.0
A1486_1566922[c+]r	0.0	0.0	0.0	0.0
A1486_1566973[c+]f	24.0	24.0	24.0	24.0
A1486_1566973[c+]r	24.0	24.0	24.0	24.0
A1486_1566980[c+]f	59.0	59.0	59.0	59.0
A1486_1566980[c+]r	59.0	59.0	59.0	59.0
A1486_1567027[c+]f	24.0	24.0	24.0	24.0
A1486_1567027[c+]r	24.0	24.0	24.0	24.0
A1486_1567031[c+]f	8.0	8.0	8.0	8.0
A1486_1567031[c+]r	8.0	8.0	8.0	8.0
A1486_1567043[c+]f	21.0	21.0	21.0	21.0
A1486_1567043[c+]r	21.0	21.0	21.0	21.0
A1486_1567052[c+]f	3.0	3.0	3.0	3.0
A1486_1567052[c+]r	3.0	3.0	3.0	3.0
A1486_1567073[c+]f	0.0	0.0	0.0	0.0
A1486_1567073[c+]r	0.0	0.0	0.0	0.0
A1487_1567259[c+]f	0.0	0.0	0.0	0.0
A1487_1567259[c+]r	0.0	0.0	0.0	0.0
A1487_1567260[c+]f	0.0	0.0	0.0	0.0
A1487_1567260[c+]r	0.0	0.0	0.0	0.0
A1487_1567271[c+]f	4.0	4.0	4.0	4.0
A1487_1567271[c+]r	4.0	4.0	4.0	4.0
A1487_1567483[c+]f	14.0	14.0	14.0	14.0
A1487_1567483[c+]r	14.0	14.0	14.0	14.0
A1487_1567526[c+]f	11.0	11.0	11.0	11.0
A1487_1567526[c+]r	11.0	11.0	11.0	11.0
A1487_1567542[c+]f	6.0	6.0	6.0	6.0
A1487_1567542[c+]r	6.0	6.0	6.0	6.0
A1487_1567543[c+]f	14.0	14.0	14.0	14.0
A1487_1567543[c+]r	14.0	14.0	14.0	14.0
A1487_1567548[c+]f	3.0	3.0	3.0	3.0
A1487_1567548[c+]r	3.0	3.0	3.0	3.0
A1487_1567569[c+]f	0.0	0.0	0.0	0.0
A1487_1567569[c+]r	0.0	0.0	0.0	0.0
A1487_1567581[c+]f	2.0	2.0	2.0	2.0
A1487_1567581[c+]r	2.0	2.0	2.0	2.0
A1488_1567964[c-]f	13.0	13.0	13.0	13.0
A1488_1567964[c-]r	13.0	13.0	13.0	13.0
A1488_1567974[c-]f	7.0	7.0	7.0	7.0
A1488_1567974[c-]r	7.0	7.0	7.0	7.0
A1488_1567980[c-]f	13.0	13.0	13.0	13.0
A1488_1567980[c-]r	13.0	13.0	13.0	13.0
A1488_1568077[c-]f	18.0	18.0	18.0	18.0
A1488_1568077[c-]r	18.0	18.0	18.0	18.0
A1488_1568097[c-]f	8.0	8.0	8.0	8.0
A1488_1568097[c-]r	8.0	8.0	8.0	8.0
A1488_1568124[c-]f	20.0	20.0	20.0	20.0
A1488_1568124[c-]r	20.0	20.0	20.0	20.0
A1488_1568151[c-]f	1.0	1.0	1.0	1.0
A1488_1568151[c-]r	1.0	1.0	1.0	1.0
A1488_1568167[c-]f	5.0	5.0	5.0	5.0
A1488_1568167[c-]r	5.0	5.0	5.0	5.0
A1488_1568239[c-]f	13.0	13.0	13.0	13.0
A1488_1568239[c-]r	13.0	13.0	13.0	13.0
A1488_1568240[c-]f	3.0	3.0	3.0	3.0
A1488_1568240[c-]r	3.0	3.0	3.0	3.0
A1489_1568632[c-]f	0.0	0.0	0.0	0.0
A1489_1568632[c-]r	0.0	0.0	0.0	0.0
A1489_1568678[c-]f	8.0	8.0	8.0	8.0
A1489_1568678[c-]r	8.0	8.0	8.0	8.0
A1489_1568700[c-]f	16.0	16.0	16.0	16.0
A1489_1568700[c-]r	16.0	16.0	16.0	16.0
A1489_1568701[c-]f	16.0	16.0	16.0	16.0
A1489_1568701[c-]r	16.0	16.0	16.0	16.0
A1489_1568702[c-]f	7.0	7.0	7.0	7.0
A1489_1568702[c-]r	7.0	7.0	7.0	7.0
A1489_1568745[c-]f	0.0	0.0	0.0	0.0
A1489_1568745[c-]r	0.0	0.0	0.0	0.0
A1489_1568805[c-]f	0.0	0.0	0.0	0.0
A1489_1568805[c-]r	0.0	0.0	0.0	0.0
A1489_1568845[c-]f	4.0	4.0	4.0	4.0
A1489_1568845[c-]r	4.0	4.0	4.0	4.0
A1489_1568878[c-]f	10.0	10.0	10.0	10.0
A1489_1568878[c-]r	10.0	10.0	10.0	10.0
A1489_1568895[c-]f	1.0	1.0	1.0	1.0
A1489_1568895[c-]r	1.0	1.0	1.0	1.0
A1490_1572251[c+]f	3.0	3.0	3.0	3.0
A1490_1572251[c+]r	3.0	3.0	3.0	3.0
A1490_1572308[c+]f	3.0	3.0	3.0	3.0
A1490_1572308[c+]r	3.0	3.0	3.0	3.0
A1490_1572309[c+]f	6.0	6.0	6.0	6.0
A1490_1572309[c+]r	6.0	6.0	6.0	6.0
A1490_1572350[c+]f	3.0	3.0	3.0	3.0
A1490_1572350[c+]r	3.0	3.0	3.0	3.0
A1490_1572373[c+]f	17.0	17.0	17.0	17.0
A1490_1572373[c+]r	17.0	17.0	17.0	17.0
A1490_1572431[c+]f	0.0	0.0	0.0	0.0
A1490_1572431[c+]r	0.0	0.0	0.0	0.0
A1490_1572497[c+]f	6.0	6.0	6.0	6.0
A1490_1572497[c+]r	6.0	6.0	6.0	6.0
A1490_1572519[c+]f	3.0	3.0	3.0	3.0
A1490_1572519[c+]r	3.0	3.0	3.0	3.0
A1490_1572551[c+]f	28.0	28.0	28.0	28.0
A1490_1572551[c+]r	28.0	28.0	28.0	28.0
A1490_1572583[c+]f	12.0	12.0	12.0	12.0
A1490_1572583[c+]r	12.0	12.0	12.0	12.0
A1491_1573326[c+]f	13.0	13.0	13.0	13.0
A1491_1573326[c+]r	13.0	13.0	13.0	13.0
A1491_1573344[c+]f	13.0	13.0	13.0	13.0
A1491_1573344[c+]r	13.0	13.0	13.0	13.0
A1491_1573346[c+]f	19.0	19.0	19.0	19.0
A1491_1573346[c+]r	19.0	19.0	19.0	19.0
A1491_1573347[c+]f	9.0	9.0	9.0	9.0
A1491_1573347[c+]r	9.0	9.0	9.0	9.0
A1491_1573359[c+]f	5.0	5.0	5.0	5.0
A1491_1573359[c+]r	5.0	5.0	5.0	5.0
A1491_1573364[c+]f	7.0	7.0	7.0	7.0
A1491_1573364[c+]r	7.0	7.0	7.0	7.0
A1491_1573365[c+]f	3.0	3.0	3.0	3.0
A1491_1573365[c+]r	3.0	3.0	3.0	3.0
A1491_1573422[c+]f	10.0	10.0	10.0	10.0
A1491_1573422[c+]r	10.0	10.0	10.0	10.0
A1491_1573427[c+]f	7.0	7.0	7.0	7.0
A1491_1573427[c+]r	7.0	7.0	7.0	7.0
A1491_1573428[c+]f	9.0	9.0	9.0	9.0
A1491_1573428[c+]r	9.0	9.0	9.0	9.0
A1492_1574421[c+]f	7.0	7.0	7.0	7.0
A1492_1574421[c+]r	7.0	7.0	7.0	7.0
A1492_1574653[c+]f	1.0	1.0	1.0	1.0
A1492_1574653[c+]r	1.0	1.0	1.0	1.0
A1492_1574699[c+]f	25.0	25.0	25.0	25.0
A1492_1574699[c+]r	25.0	25.0	25.0	25.0
A1492_1574718[c+]f	6.0	6.0	6.0	6.0
A1492_1574718[c+]r	6.0	6.0	6.0	6.0
A1492_1574850[c+]f	13.0	13.0	13.0	13.0
A1492_1574850[c+]r	13.0	13.0	13.0	13.0
A1492_1574855[c+]f	7.0	7.0	7.0	7.0
A1492_1574855[c+]r	7.0	7.0	7.0	7.0
A1492_1574882[c+]f	11.0	11.0	11.0	11.0
A1492_1574882[c+]r	11.0	11.0	11.0	11.0
A1492_1574883[c+]f	0.0	0.0	0.0	0.0
A1492_1574883[c+]r	0.0	0.0	0.0	0.0
A1492_1574889[c+]f	17.0	17.0	17.0	17.0
A1492_1574889[c+]r	17.0	17.0	17.0	17.0
A1492_1574919[c+]f	27.0	27.0	27.0	27.0
A1492_1574919[c+]r	27.0	27.0	27.0	27.0
A1493_1575593[c+]f	16.0	16.0	16.0	16.0
A1493_1575593[c+]r	16.0	16.0	16.0	16.0
A1493_1575641[c+]f	1.0	1.0	1.0	1.0
A1493_1575641[c+]r	1.0	1.0	1.0	1.0
A1493_1575831[c+]f	2.0	2.0	2.0	2.0
A1493_1575831[c+]r	2.0	2.0	2.0	2.0
A1493_1575853[c+]f	56.0	56.0	56.0	56.0
A1493_1575853[c+]r	56.0	56.0	56.0	56.0
A1493_1575865[c+]f	11.0	11.0	11.0	11.0
A1493_1575865[c+]r	11.0	11.0	11.0	11.0
A1493_1575890[c+]f	7.0	7.0	7.0	7.0
A1493_1575890[c+]r	7.0	7.0	7.0	7.0
A1493_1575892[c+]f	9.0	9.0	9.0	9.0
A1493_1575892[c+]r	9.0	9.0	9.0	9.0
A1493_1575950[c+]f	39.0	39.0	39.0	39.0
A1493_1575950[c+]r	39.0	39.0	39.0	39.0
A1493_1575989[c+]f	8.0	8.0	8.0	8.0
A1493_1575989[c+]r	8.0	8.0	8.0	8.0
A1493_1575990[c+]f	13.0	13.0	13.0	13.0
A1493_1575990[c+]r	13.0	13.0	13.0	13.0
A1494_1576397[c-]f	0.0	0.0	0.0	0.0
A1494_1576397[c-]r	0.0	0.0	0.0	0.0
A1494_1576424[c-]f	3.0	3.0	3.0	3.0
A1494_1576424[c-]r	3.0	3.0	3.0	3.0
A1494_1576431[c-]f	0.0	0.0	0.0	0.0
A1494_1576431[c-]r	0.0	0.0	0.0	0.0
A1494_1576436[c-]f	0.0	0.0	0.0	0.0
A1494_1576436[c-]r	0.0	0.0	0.0	0.0
A1494_1576437[c-]f	0.0	0.0	0.0	0.0
A1494_1576437[c-]r	0.0	0.0	0.0	0.0
A1494_1576479[c-]f	0.0	0.0	0.0	0.0
A1494_1576479[c-]r	0.0	0.0	0.0	0.0
A1494_1576511[c-]f	0.0	0.0	0.0	0.0
A1494_1576511[c-]r	0.0	0.0	0.0	0.0
A1494_1576575[c-]f	2.0	2.0	2.0	2.0
A1494_1576575[c-]r	2.0	2.0	2.0	2.0
A1494_1576586[c-]f	0.0	0.0	0.0	0.0
A1494_1576586[c-]r	0.0	0.0	0.0	0.0
A1494_1576796[c-]f	0.0	0.0	0.0	0.0
A1494_1576796[c-]r	0.0	0.0	0.0	0.0
A1495_1577863[c+]f	0.0	0.0	0.0	0.0
A1495_1577863[c+]r	0.0	0.0	0.0	0.0
A1495_1577964[c+]f	11.0	11.0	11.0	11.0
A1495_1577964[c+]r	11.0	11.0	11.0	11.0
A1495_1577973[c+]f	4.0	4.0	4.0	4.0
A1495_1577973[c+]r	4.0	4.0	4.0	4.0
A1495_1578050[c+]f	0.0	0.0	0.0	0.0
A1495_1578050[c+]r	0.0	0.0	0.0	0.0
A1495_1578096[c+]f	19.0	19.0	19.0	19.0
A1495_1578096[c+]r	19.0	19.0	19.0	19.0
A1495_1578097[c+]f	0.0	0.0	0.0	0.0
A1495_1578097[c+]r	0.0	0.0	0.0	0.0
A1495_1578109[c+]f	0.0	0.0	0.0	0.0
A1495_1578109[c+]r	0.0	0.0	0.0	0.0
A1495_1578137[c+]f	0.0	0.0	0.0	0.0
A1495_1578137[c+]r	0.0	0.0	0.0	0.0
A1495_1578193[c+]f	0.0	0.0	0.0	0.0
A1495_1578193[c+]r	0.0	0.0	0.0	0.0
A1495_1578194[c+]f	0.0	0.0	0.0	0.0
A1495_1578194[c+]r	0.0	0.0	0.0	0.0
A1496_1578338[c-]f	7.0	7.0	7.0	7.0
A1496_1578338[c-]r	7.0	7.0	7.0	7.0
A1496_1578364[c-]f	3.0	3.0	3.0	3.0
A1496_1578364[c-]r	3.0	3.0	3.0	3.0
A1496_1578387[c-]f	16.0	16.0	16.0	16.0
A1496_1578387[c-]r	16.0	16.0	16.0	16.0
A1496_1578451[c-]f	451.0	451.0	451.0	451.0
A1496_1578451[c-]r	451.0	451.0	451.0	451.0
A1496_1578464[c-]f	5.0	5.0	5.0	5.0
A1496_1578464[c-]r	5.0	5.0	5.0	5.0
A1496_1578540[c-]f	25.0	25.0	25.0	25.0
A1496_1578540[c-]r	25.0	25.0	25.0	25.0
A1496_1578578[c-]f	11.0	11.0	11.0	11.0
A1496_1578578[c-]r	11.0	11.0	11.0	11.0
A1496_1578707[c-]f	0.0	0.0	0.0	0.0
A1496_1578707[c-]r	0.0	0.0	0.0	0.0
A1496_1578724[c-]f	7.0	7.0	7.0	7.0
A1496_1578724[c-]r	7.0	7.0	7.0	7.0
A1496_1578814[c-]f	17.0	17.0	17.0	17.0
A1496_1578814[c-]r	17.0	17.0	17.0	17.0
A1497_1579592[c-]f	3.0	3.0	3.0	3.0
A1497_1579592[c-]r	3.0	3.0	3.0	3.0
A1497_1579603[c-]f	0.0	0.0	0.0	0.0
A1497_1579603[c-]r	0.0	0.0	0.0	0.0
A1497_1579604[c-]f	0.0	0.0	0.0	0.0
A1497_1579604[c-]r	0.0	0.0	0.0	0.0
A1497_1579609[c-]f	0.0	0.0	0.0	0.0
A1497_1579609[c-]r	0.0	0.0	0.0	0.0
A1497_1579614[c-]f	0.0	0.0	0.0	0.0
A1497_1579614[c-]r	0.0	0.0	0.0	0.0
A1497_1579678[c-]f	0.0	0.0	0.0	0.0
A1497_1579678[c-]r	0.0	0.0	0.0	0.0
A1497_1579727[c-]f	0.0	0.0	0.0	0.0
A1497_1579727[c-]r	0.0	0.0	0.0	0.0
A1497_1579801[c-]f	3.0	3.0	3.0	3.0
A1497_1579801[c-]r	3.0	3.0	3.0	3.0
A1497_1579809[c-]f	0.0	0.0	0.0	0.0
A1497_1579809[c-]r	0.0	0.0	0.0	0.0
A1497_1579900[c-]f	0.0	0.0	0.0	0.0
A1497_1579900[c-]r	0.0	0.0	0.0	0.0
A1498_1580441[c+]f	2.0	2.0	2.0	2.0
A1498_1580441[c+]r	2.0	2.0	2.0	2.0
A1498_1580442[c+]f	5.0	5.0	5.0	5.0
A1498_1580442[c+]r	5.0	5.0	5.0	5.0
A1498_1580661[c+]f	28.0	28.0	28.0	28.0
A1498_1580661[c+]r	28.0	28.0	28.0	28.0
A1498_1580688[c+]f	5.0	5.0	5.0	5.0
A1498_1580688[c+]r	5.0	5.0	5.0	5.0
A1498_1580763[c+]f	18.0	18.0	18.0	18.0
A1498_1580763[c+]r	18.0	18.0	18.0	18.0
A1498_1580804[c+]f	38.0	38.0	38.0	38.0
A1498_1580804[c+]r	38.0	38.0	38.0	38.0
A1498_1580805[c+]f	4.0	4.0	4.0	4.0
A1498_1580805[c+]r	4.0	4.0	4.0	4.0
A1498_1580817[c+]f	5.0	5.0	5.0	5.0
A1498_1580817[c+]r	5.0	5.0	5.0	5.0
A1498_1580831[c+]f	9.0	9.0	9.0	9.0
A1498_1580831[c+]r	9.0	9.0	9.0	9.0
A1498_1580870[c+]f	4.0	4.0	4.0	4.0
A1498_1580870[c+]r	4.0	4.0	4.0	4.0
A1499_1582129[c+]f	7.0	7.0	7.0	7.0
A1499_1582129[c+]r	7.0	7.0	7.0	7.0
A1499_1582202[c+]f	26.0	26.0	26.0	26.0
A1499_1582202[c+]r	26.0	26.0	26.0	26.0
A1499_1582203[c+]f	7.0	7.0	7.0	7.0
A1499_1582203[c+]r	7.0	7.0	7.0	7.0
A1499_1582392[c+]f	0.0	0.0	0.0	0.0
A1499_1582392[c+]r	0.0	0.0	0.0	0.0
A1499_1582434[c+]f	16.0	16.0	16.0	16.0
A1499_1582434[c+]r	16.0	16.0	16.0	16.0
A1499_1582437[c+]f	11.0	11.0	11.0	11.0
A1499_1582437[c+]r	11.0	11.0	11.0	11.0
A1499_1582458[c+]f	4.0	4.0	4.0	4.0
A1499_1582458[c+]r	4.0	4.0	4.0	4.0
A1499_1582459[c+]f	13.0	13.0	13.0	13.0
A1499_1582459[c+]r	13.0	13.0	13.0	13.0
A1499_1582460[c+]f	42.0	42.0	42.0	42.0
A1499_1582460[c+]r	42.0	42.0	42.0	42.0
A1499_1582513[c+]f	1.0	1.0	1.0	1.0
A1499_1582513[c+]r	1.0	1.0	1.0	1.0
A1500_1584817[c+]f	6.0	6.0	6.0	6.0
A1500_1584817[c+]r	6.0	6.0	6.0	6.0
A1500_1584822[c+]f	2.0	2.0	2.0	2.0
A1500_1584822[c+]r	2.0	2.0	2.0	2.0
A1500_1584910[c+]f	8.0	8.0	8.0	8.0
A1500_1584910[c+]r	8.0	8.0	8.0	8.0
A1500_1584987[c+]f	17.0	17.0	17.0	17.0
A1500_1584987[c+]r	17.0	17.0	17.0	17.0
A1500_1585016[c+]f	2.0	2.0	2.0	2.0
A1500_1585016[c+]r	2.0	2.0	2.0	2.0
A1500_1585028[c+]f	12.0	12.0	12.0	12.0
A1500_1585028[c+]r	12.0	12.0	12.0	12.0
A1500_1585037[c+]f	1.0	1.0	1.0	1.0
A1500_1585037[c+]r	1.0	1.0	1.0	1.0
A1500_1585043[c+]f	7.0	7.0	7.0	7.0
A1500_1585043[c+]r	7.0	7.0	7.0	7.0
A1500_1585050[c+]f	7.0	7.0	7.0	7.0
A1500_1585050[c+]r	7.0	7.0	7.0	7.0
A1500_1585108[c+]f	4.0	4.0	4.0	4.0
A1500_1585108[c+]r	4.0	4.0	4.0	4.0
A1501_1586134[c+]f	6.0	6.0	6.0	6.0
A1501_1586134[c+]r	6.0	6.0	6.0	6.0
A1501_1586151[c+]f	7.0	7.0	7.0	7.0
A1501_1586151[c+]r	7.0	7.0	7.0	7.0
A1501_1586165[c+]f	8.0	8.0	8.0	8.0
A1501_1586165[c+]r	8.0	8.0	8.0	8.0
A1501_1586228[c+]f	12.0	12.0	12.0	12.0
A1501_1586228[c+]r	12.0	12.0	12.0	12.0
A1501_1586303[c+]f	13.0	13.0	13.0	13.0
A1501_1586303[c+]r	13.0	13.0	13.0	13.0
A1501_1586304[c+]f	262.0	262.0	262.0	262.0
A1501_1586304[c+]r	262.0	262.0	262.0	262.0
A1501_1586344[c+]f	10.0	10.0	10.0	10.0
A1501_1586344[c+]r	10.0	10.0	10.0	10.0
A1501_1586416[c+]f	15.0	15.0	15.0	15.0
A1501_1586416[c+]r	15.0	15.0	15.0	15.0
A1501_1586435[c+]f	15.0	15.0	15.0	15.0
A1501_1586435[c+]r	15.0	15.0	15.0	15.0
A1501_1586438[c+]f	21.0	21.0	21.0	21.0
A1501_1586438[c+]r	21.0	21.0	21.0	21.0
A1502_1587024[c-]f	8.0	8.0	8.0	8.0
A1502_1587024[c-]r	8.0	8.0	8.0	8.0
A1502_1587032[c-]f	12.0	12.0	12.0	12.0
A1502_1587032[c-]r	12.0	12.0	12.0	12.0
A1502_1587052[c-]f	8.0	8.0	8.0	8.0
A1502_1587052[c-]r	8.0	8.0	8.0	8.0
A1502_1587053[c-]f	5.0	5.0	5.0	5.0
A1502_1587053[c-]r	5.0	5.0	5.0	5.0
A1502_1587104[c-]f	8.0	8.0	8.0	8.0
A1502_1587104[c-]r	8.0	8.0	8.0	8.0
A1502_1587107[c-]f	8.0	8.0	8.0	8.0
A1502_1587107[c-]r	8.0	8.0	8.0	8.0
